,,,Subdir,T2,Non-fat supressed T1,Pre-contrast,Post 1,Post 2,Post 3,Post 4,MIP,Other,??
,,,sub_1st_pass_right_breast_sag_mpr_10804,,,,,,,,,x,
,,,sub_1st_pass_right_breast_sagittal_mpr_10604,,,,,,,,,x,
,,,sub_1st_pass_right_sag_mpr_10704,,,,,,,,,x,
,,,sub_1st_pass_right_sagittal_mpr_102,,,,,,,,,x,
,,,tirm_tra_3,x,,,,,,,,,
,,,tirm_tra_4,x,,,,,,,,,
,,,tirm_tra_high_res_2,x,,,,,,,,,
,,,tirm_tra_high_res_3,x,,,,,,,,,
,,,tse_T2_tra_2,x,,,,,,,,,
,,,tse_T2_tra_3,x,,,,,,,,,
,,,tse_T2_tra_fs_2,x,,,,,,,,,
,,,tse_T2_tra_fs_4,x,,,,,,,,,
,,,unsub_1st_pass_left_breast_sag_mpr_808,,,,,,,,,x,
,,,unsub_1st_pass_left_breast_sagittal_mpr_605,,,,,,,,,x,
,,,unsub_1st_pass_left_sag_mpr_706,,,,,,,,,x,
,,,unsub_1st_pass_left_sagittal_mpr_101,,,,,,,,,x,
,,,unsub_1st_pass_right_breast_sag_mpr_807,,,,,,,,,x,
,,,unsub_1st_pass_right_breast_sagittal_mpr_604,,,,,,,,,x,
,,,unsub_1st_pass_right_sag_mpr_704,,,,,,,,,x,
,,,unsub_1st_pass_right_sagittal_mpr_100,,,,,,,,,x,
